ENTRY            D1079   20251001                             D151D107900000001 
SUBENT        D1079001   20251001                             D151D107900100001 
BIB                  8         16                                 D107900100002 
TITLE      Measurement of secondary neutron spectra and the       D107900100003 
            total yield from 18O(p,Xn) reaction                   D107900100004 
AUTHOR     (M.Zmeskal, M.Kostal, O.Lebeda, V.Zach, R.Behal,       D107900100005 
            T.Czakoj, J.Simon, E.Novak, Z.Matej)                  D107900100006 
REFERENCE  (J,RPC,229,112431,2025)                                D107900100007 
INSTITUTE  (3CZRUJV,3CZRCTI,3CZRUJF)                              D107900100008 
           (3CZRCZR) Masaryk University, Brno                     D107900100009 
FACILITY   (CYCLO,3CZRUJF) U-120M cyclotron                       D107900100010 
SAMPLE     (8-O-18,ENR=0.98)                                      D107900100011 
           Phial (5.5 mm inner diameter,  26 mm length, 2.3 ml    D107900100012 
            volume, 25 um havar window) filled with water         D107900100013 
            enriched to 98% with 18O and pressurized to 2E+5 Pa,  D107900100014 
            thicker than the full stopping length of protons      D107900100015 
STATUS     (APRVD) Proofread by Marek Zmeskal (2025-10-01)        D107900100016 
HISTORY    (20251001R) On. Data received from Marek Zmeskal.      D107900100017 
           (20251001C) On                                         D107900100018 
ENDBIB              16          0                                 D107900100019 
NOCOMMON             0          0                                 D107900100020 
ENDSUBENT           19          0                                 D107900199999 
SUBENT        D1079002   20251001                             D151D107900200001 
BIB                  4         11                                 D107900200002 
REACTION   (8-O-CMP(P,X)0-NN-1,,PY/DA/DE,,TT/CH)                  D107900200003 
            water enriched with 18O                               D107900200004 
DETECTOR   (SCIN) stilbene crystal (1 x 1 cm) which centre was    D107900200005 
            located at a distance of 203 cm from the entrance     D107900200006 
            of the water target                                   D107900200007 
ERR-ANALYS (DATA-ERR) Uncertainty due to                          D107900200008 
           - statistics                                           D107900200009 
           - deconvolution                                        D107900200010 
           - energy calibration                                   D107900200011 
STATUS     (TABLE,,M.Zmeskal,J,RPC,229,112431,2025)               D107900200012 
            Spectra in Fig.5 renormalized by Marek Zmeskal        D107900200013 
ENDBIB              11          0                                 D107900200014 
COMMON               1          3                                 D107900200015 
EN                                                                D107900200016 
MEV                                                               D107900200017 
 17.4                                                             D107900200018 
ENDCOMMON            3          0                                 D107900200019 
DATA                 5       1380                                 D107900200020 
ANG        E-MIN      E-MAX      DATA       DATA-ERR              D107900200021 
  30.       12.1       12.2        2.325E+07 20.21                D107900200412 
  30.       12.2       12.3        2.255E+07 21.00                D107900200413 
  30.       12.3       12.4        2.181E+07 21.98                D107900200414 
  30.       12.4       12.5        2.109E+07 22.98                D107900200415 
  30.       12.5       12.6        2.038E+07 24.02                D107900200416 
  30.       12.6       12.7        1.967E+07 25.10                D107900200417 
  30.       12.7       12.8        1.894E+07 26.44                D107900200418 
  30.       12.8       12.9        1.822E+07 27.82                D107900200419 
  30.       12.9       13.         1.754E+07 29.15                D107900200420 
  30.       13.        13.1        1.687E+07 30.52                D107900200421 
  30.       13.1       13.2        1.621E+07 32.05                D107900200422 
  30.       13.2       13.3        1.557E+07 33.63                D107900200423 
  30.       13.3       13.4        1.495E+07 35.33                D107900200424 
  30.       13.4       13.5        1.434E+07 37.08                D107900200425 
  30.       13.5       13.6        1.376E+07 38.80                D107900200426 
  30.       13.6       13.7        1.319E+07 40.57                D107900200427 
  30.       13.7       13.8        1.264E+07 43.42                D107900200428 
  30.       13.8       13.9        1.210E+07 44.46                D107900200429 
  30.       13.9       14.         1.161E+07 46.42                D107900200430 
  30.       14.        14.1        1.114E+07 48.44                D107900200431 
  30.       14.1       14.2        1.069E+07 50.41                D107900200432 
  30.       14.2       14.3        1.024E+07 52.45                D107900200433 
  30.       14.3       14.4        9.855E+06 54.12                D107900200434 
  30.       14.4       14.5        0.000E+00  0.00                D107900200435 
  30.       14.5       14.6        0.000E+00  0.00                D107900200436 
  45.        0.8        0.9        1.008E+09  9.40                D107900200437 
  45.        0.9        1.         7.875E+08  6.26                D107900200438 
  45.        1.         1.1        6.414E+08  5.26                D107900200439 
  45.        1.1        1.2        5.756E+08  5.02                D107900200440 
  45.        1.2        1.3        5.215E+08  5.11                D107900200441 
  45.        1.3        1.4        4.785E+08  5.18                D107900200442 
  45.        1.4        1.5        4.413E+08  5.28                D107900200443 
  45.        1.5        1.6        4.096E+08  5.25                D107900200444 
  45.        1.6        1.7        3.809E+08  5.23                D107900200445 
  45.        1.7        1.8        3.576E+08  5.19                D107900200446 
  45.        1.8        1.9        3.358E+08  5.15                D107900200447 
  45.        1.9        2.         3.203E+08  5.15                D107900200448 
  45.        2.         2.1        3.053E+08  5.15                D107900200449 
  45.        2.1        2.2        2.924E+08  5.15                D107900200450 
  45.        2.2        2.3        2.799E+08  5.15                D107900200451 
  45.        2.3        2.4        2.694E+08  5.16                D107900200452 
  45.        2.4        2.5        2.591E+08  5.16                D107900200453 
  45.        2.5        2.6        2.518E+08  5.18                D107900200454 
  45.        2.6        2.7        2.446E+08  5.22                D107900200455 
  45.        2.7        2.8        2.378E+08  5.27                D107900200456 
  45.        2.8        2.9        2.309E+08  5.34                D107900200457 
  45.        2.9        3.         2.249E+08  5.37                D107900200458 
  45.        3.         3.1        2.189E+08  5.41                D107900200459 
  45.        3.1        3.2        2.138E+08  5.43                D107900200460 
  45.        3.2        3.3        2.086E+08  5.45                D107900200461 
  45.        3.3        3.4        2.036E+08  5.51                D107900200462 
  45.        3.4        3.5        1.986E+08  5.58                D107900200463 
  45.        3.5        3.6        1.936E+08  5.62                D107900200464 
  45.        3.6        3.7        1.886E+08  5.66                D107900200465 
  45.        3.7        3.8        1.837E+08  5.69                D107900200466 
  45.        3.8        3.9        1.787E+08  5.72                D107900200467 
  45.        3.9        4.         1.749E+08  5.77                D107900200468 
  45.        4.         4.1        1.710E+08  5.82                D107900200469 
  45.        4.1        4.2        1.665E+08  5.82                D107900200470 
  45.        4.2        4.3        1.620E+08  5.82                D107900200471 
  45.        4.3        4.4        1.577E+08  5.81                D107900200472 
  45.        4.4        4.5        1.535E+08  5.81                D107900200473 
  45.        4.5        4.6        1.495E+08  5.79                D107900200474 
  45.        4.6        4.7        1.456E+08  5.78                D107900200475 
  45.        4.7        4.8        1.418E+08  5.75                D107900200476 
  45.        4.8        4.9        1.379E+08  5.72                D107900200477 
  45.        4.9        5.         1.345E+08  5.69                D107900200478 
  45.        5.         5.1        1.309E+08  5.66                D107900200479 
  45.        5.1        5.2        1.278E+08  5.63                D107900200480 
  45.        5.2        5.3        1.247E+08  5.61                D107900200481 
  45.        5.3        5.4        1.217E+08  5.61                D107900200482 
  45.        5.4        5.5        1.187E+08  5.63                D107900200483 
  45.        5.5        5.6        1.157E+08  5.62                D107900200484 
  45.        5.6        5.7        1.126E+08  5.63                D107900200485 
  45.        5.7        5.8        1.098E+08  5.60                D107900200486 
  45.        5.8        5.9        1.070E+08  5.56                D107900200487 
  45.        5.9        6.         1.040E+08  5.56                D107900200488 
  45.        6.         6.1        1.010E+08  5.61                D107900200489 
  45.        6.1        6.2        9.794E+07  5.55                D107900200490 
  45.        6.2        6.3        9.484E+07  5.54                D107900200491 
  45.        6.3        6.4        9.213E+07  5.50                D107900200492 
  45.        6.4        6.5        8.942E+07  5.49                D107900200493 
  45.        6.5        6.6        8.696E+07  5.45                D107900200494 
  45.        6.6        6.7        8.450E+07  5.43                D107900200495 
  45.        6.7        6.8        8.209E+07  5.45                D107900200496 
  45.        6.8        6.9        7.968E+07  5.52                D107900200497 
  45.        6.9        7.         7.722E+07  5.62                D107900200498 
  45.        7.         7.1        7.476E+07  5.76                D107900200499 
  45.        7.1        7.2        7.248E+07  5.91                D107900200500 
  45.        7.2        7.3        7.020E+07  6.09                D107900200501 
  45.        7.3        7.4        6.801E+07  6.27                D107900200502 
  45.        7.4        7.5        6.583E+07  6.50                D107900200503 
  45.        7.5        7.6        6.400E+07  6.66                D107900200504 
  45.        7.6        7.7        6.217E+07  6.85                D107900200505 
  45.        7.7        7.8        6.036E+07  7.08                D107900200506 
  45.        7.8        7.9        5.854E+07  7.33                D107900200507 
  45.        7.9        8.         5.676E+07  7.63                D107900200508 
  45.        8.         8.1        5.499E+07  7.97                D107900200509 
  45.        8.1        8.2        5.359E+07  8.16                D107900200510 
  45.        8.2        8.3        5.218E+07  8.41                D107900200511 
  45.        8.3        8.4        5.079E+07  8.65                D107900200512 
  45.        8.4        8.5        4.939E+07  8.91                D107900200513 
  45.        8.5        8.6        4.806E+07  9.21                D107900200514 
  45.        8.6        8.7        4.672E+07  9.53                D107900200515 
  45.        8.7        8.8        4.535E+07  9.88                D107900200516 
  45.        8.8        8.9        4.397E+07 10.24                D107900200517 
  45.        8.9        9.         4.269E+07 10.56                D107900200518 
  45.        9.         9.1        4.141E+07 10.89                D107900200519 
  45.        9.1        9.2        4.040E+07 11.20                D107900200520 
  45.        9.2        9.3        3.939E+07 11.51                D107900200521 
  45.        9.3        9.4        3.836E+07 11.82                D107900200522 
  45.        9.4        9.5        3.733E+07 12.20                D107900200523 
  45.        9.5        9.6        3.642E+07 12.44                D107900200524 
  45.        9.6        9.7        3.550E+07 12.76                D107900200525 
  45.        9.7        9.8        3.466E+07 13.05                D107900200526 
  45.        9.8        9.9        3.381E+07 13.36                D107900200527 
  45.        9.9       10.         3.310E+07 13.58                D107900200528 
  45.       10.        10.1        3.239E+07 13.82                D107900200529 
  45.       10.1       10.2        3.161E+07 14.07                D107900200530 
  45.       10.2       10.3        3.083E+07 14.33                D107900200531 
  45.       10.3       10.4        3.012E+07 14.59                D107900200532 
  45.       10.4       10.5        2.940E+07 14.86                D107900200533 
  45.       10.5       10.6        2.864E+07 15.23                D107900200534 
  45.       10.6       10.7        2.788E+07 15.61                D107900200535 
  45.       10.7       10.8        2.716E+07 16.02                D107900200536 
  45.       10.8       10.9        2.644E+07 16.43                D107900200537 
  45.       10.9       11.         2.585E+07 16.67                D107900200538 
  45.       11.        11.1        2.526E+07 16.91                D107900200539 
  45.       11.1       11.2        2.472E+07 17.19                D107900200540 
  45.       11.2       11.3        2.417E+07 17.47                D107900200541 
  45.       11.3       11.4        2.365E+07 17.84                D107900200542 
  45.       11.4       11.5        2.312E+07 18.21                D107900200543 
  45.       11.5       11.6        2.259E+07 18.53                D107900200544 
  45.       11.6       11.7        2.206E+07 18.87                D107900200545 
  45.       11.7       11.8        2.150E+07 19.33                D107900200546 
  45.       11.8       11.9        2.095E+07 19.82                D107900200547 
  45.       11.9       12.         2.042E+07 20.45                D107900200548 
  45.       12.        12.1        1.989E+07 21.10                D107900200549 
  45.       12.1       12.2        1.929E+07 21.94                D107900200550 
  45.       12.2       12.3        1.869E+07 22.81                D107900200551 
  45.       12.3       12.4        1.807E+07 23.87                D107900200552 
  45.       12.4       12.5        1.745E+07 24.96                D107900200553 
  45.       12.5       12.6        1.680E+07 26.27                D107900200554 
  45.       12.6       12.7        1.616E+07 27.63                D107900200555 
  45.       12.7       12.8        1.552E+07 29.02                D107900200556 
  45.       12.8       12.9        1.489E+07 30.47                D107900200557 
  45.       12.9       13.         1.434E+07 31.88                D107900200558 
  45.       13.        13.1        1.380E+07 33.34                D107900200559 
  45.       13.1       13.2        1.325E+07 34.97                D107900200560 
  45.       13.2       13.3        1.271E+07 36.67                D107900200561 
  45.       13.3       13.4        1.220E+07 38.41                D107900200562 
  45.       13.4       13.5        1.169E+07 40.21                D107900200563 
  45.       13.5       13.6        1.122E+07 41.95                D107900200564 
  45.       13.6       13.7        1.076E+07 43.75                D107900200565 
  45.       13.7       13.8        1.036E+07 45.12                D107900200566 
  45.       13.8       13.9        9.975E+06 46.59                D107900200567 
  45.       13.9       14.         9.506E+06 46.71                D107900200568 
  45.       14.        14.1        0.000E+00  0.00                D107900200569 
  45.       14.1       14.2        0.000E+00  0.00                D107900200570 
  45.       14.2       14.3        0.000E+00  0.00                D107900200571 
  45.       14.3       14.4        0.000E+00  0.00                D107900200572 
  45.       14.4       14.5        0.000E+00  0.00                D107900200573 
  45.       14.5       14.6        0.000E+00  0.00                D107900200574 
  60.        0.8        0.9        1.196E+09  7.73                D107900200575 
  60.        0.9        1.         8.858E+08  5.51                D107900200576 
  60.        1.         1.1        7.016E+08  5.03                D107900200577 
  60.        1.1        1.2        6.034E+08  5.02                D107900200578 
  60.        1.2        1.3        5.284E+08  5.14                D107900200579 
  60.        1.3        1.4        4.754E+08  5.17                D107900200580 
  60.        1.4        1.5        4.305E+08  5.21                D107900200581 
  60.        1.5        1.6        3.980E+08  5.24                D107900200582 
  60.        1.6        1.7        3.687E+08  5.27                D107900200583 
  60.        1.7        1.8        3.429E+08  5.23                D107900200584 
  60.        1.8        1.9        3.190E+08  5.20                D107900200585 
  60.        1.9        2.         3.004E+08  5.16                D107900200586 
  60.        2.         2.1        2.827E+08  5.13                D107900200587 
  60.        2.1        2.2        2.691E+08  5.13                D107900200588 
  60.        2.2        2.3        2.558E+08  5.14                D107900200589 
  60.        2.3        2.4        2.446E+08  5.12                D107900200590 
  60.        2.4        2.5        2.335E+08  5.11                D107900200591 
  60.        2.5        2.6        2.256E+08  5.12                D107900200592 
  60.        2.6        2.7        2.178E+08  5.14                D107900200593 
  60.        2.7        2.8        2.104E+08  5.15                D107900200594 
  60.        2.8        2.9        2.032E+08  5.18                D107900200595 
  60.        2.9        3.         1.974E+08  5.21                D107900200596 
  60.        3.         3.1        1.917E+08  5.25                D107900200597 
  60.        3.1        3.2        1.869E+08  5.28                D107900200598 
  60.        3.2        3.3        1.821E+08  5.30                D107900200599 
  60.        3.3        3.4        1.770E+08  5.33                D107900200600 
  60.        3.4        3.5        1.718E+08  5.37                D107900200601 
  60.        3.5        3.6        1.672E+08  5.39                D107900200602 
  60.        3.6        3.7        1.625E+08  5.43                D107900200603 
  60.        3.7        3.8        1.579E+08  5.44                D107900200604 
  60.        3.8        3.9        1.532E+08  5.45                D107900200605 
  60.        3.9        4.         1.498E+08  5.48                D107900200606 
  60.        4.         4.1        1.464E+08  5.52                D107900200607 
  60.        4.1        4.2        1.426E+08  5.55                D107900200608 
  60.        4.2        4.3        1.389E+08  5.58                D107900200609 
  60.        4.3        4.4        1.353E+08  5.59                D107900200610 
  60.        4.4        4.5        1.317E+08  5.60                D107900200611 
  60.        4.5        4.6        1.285E+08  5.60                D107900200612 
  60.        4.6        4.7        1.253E+08  5.61                D107900200613 
  60.        4.7        4.8        1.221E+08  5.60                D107900200614 
  60.        4.8        4.9        1.188E+08  5.59                D107900200615 
  60.        4.9        5.         1.161E+08  5.57                D107900200616 
  60.        5.         5.1        1.133E+08  5.55                D107900200617 
  60.        5.1        5.2        1.109E+08  5.57                D107900200618 
  60.        5.2        5.3        1.084E+08  5.60                D107900200619 
  60.        5.3        5.4        1.059E+08  5.61                D107900200620 
  60.        5.4        5.5        1.032E+08  5.63                D107900200621 
  60.        5.5        5.6        1.009E+08  5.63                D107900200622 
  60.        5.6        5.7        9.858E+07  5.65                D107900200623 
  60.        5.7        5.8        9.648E+07  5.68                D107900200624 
  60.        5.8        5.9        9.433E+07  5.72                D107900200625 
  60.        5.9        6.         9.181E+07  5.64                D107900200626 
  60.        6.         6.1        8.929E+07  5.64                D107900200627 
  60.        6.1        6.2        8.702E+07  5.65                D107900200628 
  60.        6.2        6.3        8.472E+07  5.66                D107900200629 
  60.        6.3        6.4        8.256E+07  5.64                D107900200630 
  60.        6.4        6.5        8.038E+07  5.64                D107900200631 
  60.        6.5        6.6        7.830E+07  5.65                D107900200632 
  60.        6.6        6.7        7.620E+07  5.66                D107900200633 
  60.        6.7        6.8        7.402E+07  5.64                D107900200634 
  60.        6.8        6.9        7.183E+07  5.64                D107900200635 
  60.        6.9        7.         6.968E+07  5.61                D107900200636 
  60.        7.         7.1        6.753E+07  5.59                D107900200637 
  60.        7.1        7.2        6.549E+07  5.63                D107900200638 
  60.        7.2        7.3        6.345E+07  5.73                D107900200639 
  60.        7.3        7.4        6.159E+07  5.80                D107900200640 
  60.        7.4        7.5        5.972E+07  5.88                D107900200641 
  60.        7.5        7.6        5.797E+07  6.07                D107900200642 
  60.        7.6        7.7        5.621E+07  6.29                D107900200643 
  60.        7.7        7.8        5.445E+07  6.48                D107900200644 
  60.        7.8        7.9        5.270E+07  6.71                D107900200645 
  60.        7.9        8.         5.109E+07  6.97                D107900200646 
  60.        8.         8.1        4.949E+07  7.25                D107900200647 
  60.        8.1        8.2        4.800E+07  7.59                D107900200648 
  60.        8.2        8.3        4.651E+07  7.95                D107900200649 
  60.        8.3        8.4        4.514E+07  8.26                D107900200650 
  60.        8.4        8.5        4.377E+07  8.59                D107900200651 
  60.        8.5        8.6        4.250E+07  8.90                D107900200652 
  60.        8.6        8.7        4.123E+07  9.22                D107900200653 
  60.        8.7        8.8        3.992E+07  9.63                D107900200654 
  60.        8.8        8.9        3.862E+07 10.07                D107900200655 
  60.        8.9        9.         3.741E+07 10.44                D107900200656 
  60.        9.         9.1        3.622E+07 10.83                D107900200657 
  60.        9.1        9.2        3.524E+07 11.21                D107900200658 
  60.        9.2        9.3        3.426E+07 11.60                D107900200659 
  60.        9.3        9.4        3.319E+07 12.21                D107900200660 
  60.        9.4        9.5        3.213E+07 12.83                D107900200661 
  60.        9.5        9.6        3.109E+07 13.40                D107900200662 
  60.        9.6        9.7        3.006E+07 13.98                D107900200663 
  60.        9.7        9.8        2.926E+07 14.34                D107900200664 
  60.        9.8        9.9        2.847E+07 14.71                D107900200665 
  60.        9.9       10.         2.774E+07 15.16                D107900200666 
  60.       10.        10.1        2.701E+07 15.63                D107900200667 
  60.       10.1       10.2        2.621E+07 16.11                D107900200668 
  60.       10.2       10.3        2.542E+07 16.61                D107900200669 
  60.       10.3       10.4        2.464E+07 17.18                D107900200670 
  60.       10.4       10.5        2.387E+07 17.76                D107900200671 
  60.       10.5       10.6        2.329E+07 17.90                D107900200672 
  60.       10.6       10.7        2.271E+07 18.05                D107900200673 
  60.       10.7       10.8        2.209E+07 18.64                D107900200674 
  60.       10.8       10.9        2.146E+07 19.24                D107900200675 
  60.       10.9       11.         2.088E+07 19.68                D107900200676 
  60.       11.        11.1        2.030E+07 20.13                D107900200677 
  60.       11.1       11.2        1.975E+07 20.70                D107900200678 
  60.       11.2       11.3        1.919E+07 21.29                D107900200679 
  60.       11.3       11.4        1.852E+07 22.59                D107900200680 
  60.       11.4       11.5        1.785E+07 23.96                D107900200681 
  60.       11.5       11.6        1.723E+07 24.71                D107900200682 
  60.       11.6       11.7        1.662E+07 25.51                D107900200683 
  60.       11.7       11.8        1.605E+07 26.53                D107900200684 
  60.       11.8       11.9        1.548E+07 27.57                D107900200685 
  60.       11.9       12.         1.492E+07 28.89                D107900200686 
  60.       12.        12.1        1.437E+07 30.24                D107900200687 
  60.       12.1       12.2        1.384E+07 31.46                D107900200688 
  60.       12.2       12.3        1.331E+07 32.73                D107900200689 
  60.       12.3       12.4        1.277E+07 34.34                D107900200690 
  60.       12.4       12.5        1.223E+07 36.02                D107900200691 
  60.       12.5       12.6        1.173E+07 37.69                D107900200692 
  60.       12.6       12.7        1.123E+07 39.42                D107900200693 
  60.       12.7       12.8        1.073E+07 41.40                D107900200694 
  60.       12.8       12.9        1.025E+07 43.45                D107900200695 
  60.       12.9       13.         9.808E+06 45.32                D107900200696 
  60.       13.        13.1        9.381E+06 47.26                D107900200697 
  60.       13.1       13.2        8.972E+06 49.37                D107900200698 
  60.       13.2       13.3        8.572E+06 51.55                D107900200699 
  60.       13.3       13.4        8.222E+06 53.53                D107900200700 
  60.       13.4       13.5        7.879E+06 55.58                D107900200701 
  60.       13.5       13.6        7.495E+06 56.01                D107900200702 
  60.       13.6       13.7        0.000E+00  0.00                D107900200703 
  60.       13.7       13.8        0.000E+00  0.00                D107900200704 
  60.       13.8       13.9        0.000E+00  0.00                D107900200705 
  60.       13.9       14.         0.000E+00  0.00                D107900200706 
  60.       14.        14.1        0.000E+00  0.00                D107900200707 
  60.       14.1       14.2        0.000E+00  0.00                D107900200708 
  60.       14.2       14.3        0.000E+00  0.00                D107900200709 
  60.       14.3       14.4        0.000E+00  0.00                D107900200710 
  60.       14.4       14.5        0.000E+00  0.00                D107900200711 
  60.       14.5       14.6        0.000E+00  0.00                D107900200712 
  90.        0.8        0.9        1.118E+09  6.17                D107900200713 
  90.        0.9        1.         7.797E+08  5.09                D107900200714 
  90.        1.         1.1        5.980E+08  5.03                D107900200715 
  90.        1.1        1.2        4.982E+08  5.12                D107900200716 
  90.        1.2        1.3        4.250E+08  5.26                D107900200717 
  90.        1.3        1.4        3.717E+08  5.20                D107900200718 
  90.        1.4        1.5        3.279E+08  5.18                D107900200719 
  90.        1.5        1.6        2.983E+08  5.14                D107900200720 
  90.        1.6        1.7        2.720E+08  5.11                D107900200721 
  90.        1.7        1.8        2.514E+08  5.12                D107900200722 
  90.        1.8        1.9        2.325E+08  5.14                D107900200723 
  90.        1.9        2.         2.194E+08  5.14                D107900200724 
  90.        2.         2.1        2.069E+08  5.15                D107900200725 
  90.        2.1        2.2        1.990E+08  5.10                D107900200726 
  90.        2.2        2.3        1.912E+08  5.06                D107900200727 
  90.        2.3        2.4        1.857E+08  5.04                D107900200728 
  90.        2.4        2.5        1.801E+08  5.09                D107900200729 
  90.        2.5        2.6        1.758E+08  5.17                D107900200730 
  90.        2.6        2.7        1.714E+08  5.26                D107900200731 
  90.        2.7        2.8        1.669E+08  5.34                D107900200732 
  90.        2.8        2.9        1.623E+08  5.44                D107900200733 
  90.        2.9        3.         1.580E+08  5.48                D107900200734 
  90.        3.         3.1        1.536E+08  5.52                D107900200735 
  90.        3.1        3.2        1.497E+08  5.53                D107900200736 
  90.        3.2        3.3        1.457E+08  5.54                D107900200737 
  90.        3.3        3.4        1.418E+08  5.55                D107900200738 
  90.        3.4        3.5        1.379E+08  5.58                D107900200739 
  90.        3.5        3.6        1.342E+08  5.59                D107900200740 
  90.        3.6        3.7        1.304E+08  5.60                D107900200741 
  90.        3.7        3.8        1.266E+08  5.60                D107900200742 
  90.        3.8        3.9        1.229E+08  5.59                D107900200743 
  90.        3.9        4.         1.199E+08  5.58                D107900200744 
  90.        4.         4.1        1.169E+08  5.57                D107900200745 
  90.        4.1        4.2        1.139E+08  5.57                D107900200746 
  90.        4.2        4.3        1.109E+08  5.58                D107900200747 
  90.        4.3        4.4        1.080E+08  5.56                D107900200748 
  90.        4.4        4.5        1.051E+08  5.54                D107900200749 
  90.        4.5        4.6        1.026E+08  5.53                D107900200750 
  90.        4.6        4.7        1.000E+08  5.52                D107900200751 
  90.        4.7        4.8        9.771E+07  5.53                D107900200752 
  90.        4.8        4.9        9.539E+07  5.53                D107900200753 
  90.        4.9        5.         9.330E+07  5.53                D107900200754 
  90.        5.         5.1        9.117E+07  5.53                D107900200755 
  90.        5.1        5.2        8.929E+07  5.54                D107900200756 
  90.        5.2        5.3        8.737E+07  5.54                D107900200757 
  90.        5.3        5.4        8.545E+07  5.55                D107900200758 
  90.        5.4        5.5        8.350E+07  5.57                D107900200759 
  90.        5.5        5.6        8.152E+07  5.57                D107900200760 
  90.        5.6        5.7        7.952E+07  5.58                D107900200761 
  90.        5.7        5.8        7.764E+07  5.53                D107900200762 
  90.        5.8        5.9        7.575E+07  5.48                D107900200763 
  90.        5.9        6.         7.390E+07  5.47                D107900200764 
  90.        6.         6.1        7.204E+07  5.50                D107900200765 
  90.        6.1        6.2        7.033E+07  5.49                D107900200766 
  90.        6.2        6.3        6.860E+07  5.48                D107900200767 
  90.        6.3        6.4        6.705E+07  5.50                D107900200768 
  90.        6.4        6.5        6.549E+07  5.52                D107900200769 
  90.        6.5        6.6        6.394E+07  5.58                D107900200770 
  90.        6.6        6.7        6.237E+07  5.65                D107900200771 
  90.        6.7        6.8        6.067E+07  5.59                D107900200772 
  90.        6.8        6.9        5.896E+07  5.53                D107900200773 
  90.        6.9        7.         5.737E+07  5.61                D107900200774 
  90.        7.         7.1        5.578E+07  5.72                D107900200775 
  90.        7.1        7.2        5.412E+07  5.65                D107900200776 
  90.        7.2        7.3        5.245E+07  5.61                D107900200777 
  90.        7.3        7.4        5.099E+07  5.72                D107900200778 
  90.        7.4        7.5        4.953E+07  5.85                D107900200779 
  90.        7.5        7.6        4.811E+07  6.02                D107900200780 
  90.        7.6        7.7        4.669E+07  6.23                D107900200781 
  90.        7.7        7.8        4.530E+07  6.40                D107900200782 
  90.        7.8        7.9        4.391E+07  6.59                D107900200783 
  90.        7.9        8.         4.262E+07  6.84                D107900200784 
  90.        8.         8.1        4.134E+07  7.11                D107900200785 
  90.        8.1        8.2        4.010E+07  7.48                D107900200786 
  90.        8.2        8.3        3.888E+07  7.88                D107900200787 
  90.        8.3        8.4        3.771E+07  8.26                D107900200788 
  90.        8.4        8.5        3.654E+07  8.66                D107900200789 
  90.        8.5        8.6        3.533E+07  9.14                D107900200790 
  90.        8.6        8.7        3.413E+07  9.66                D107900200791 
  90.        8.7        8.8        3.294E+07 10.21                D107900200792 
  90.        8.8        8.9        3.176E+07 10.79                D107900200793 
  90.        8.9        9.         3.068E+07 11.30                D107900200794 
  90.        9.         9.1        2.961E+07 11.83                D107900200795 
  90.        9.1        9.2        2.873E+07 12.36                D107900200796 
  90.        9.2        9.3        2.785E+07 12.90                D107900200797 
  90.        9.3        9.4        2.697E+07 13.45                D107900200798 
  90.        9.4        9.5        2.611E+07 14.02                D107900200799 
  90.        9.5        9.6        2.536E+07 14.49                D107900200800 
  90.        9.6        9.7        2.461E+07 14.98                D107900200801 
  90.        9.7        9.8        2.390E+07 15.55                D107900200802 
  90.        9.8        9.9        2.319E+07 16.14                D107900200803 
  90.        9.9       10.         2.253E+07 16.65                D107900200804 
  90.       10.        10.1        2.188E+07 17.18                D107900200805 
  90.       10.1       10.2        2.122E+07 17.82                D107900200806 
  90.       10.2       10.3        2.056E+07 18.48                D107900200807 
  90.       10.3       10.4        1.989E+07 19.19                D107900200808 
  90.       10.4       10.5        1.922E+07 19.92                D107900200809 
  90.       10.5       10.6        1.857E+07 20.67                D107900200810 
  90.       10.6       10.7        1.793E+07 21.43                D107900200811 
  90.       10.7       10.8        1.734E+07 22.27                D107900200812 
  90.       10.8       10.9        1.676E+07 23.13                D107900200813 
  90.       10.9       11.         1.620E+07 24.04                D107900200814 
  90.       11.        11.1        1.565E+07 24.98                D107900200815 
  90.       11.1       11.2        1.507E+07 26.13                D107900200816 
  90.       11.2       11.3        1.451E+07 27.32                D107900200817 
  90.       11.3       11.4        1.397E+07 28.55                D107900200818 
  90.       11.4       11.5        1.344E+07 29.82                D107900200819 
  90.       11.5       11.6        1.291E+07 31.25                D107900200820 
  90.       11.6       11.7        1.238E+07 32.73                D107900200821 
  90.       11.7       11.8        1.181E+07 34.43                D107900200822 
  90.       11.8       11.9        1.124E+07 36.21                D107900200823 
  90.       11.9       12.         1.081E+07 37.71                D107900200824 
  90.       12.        12.1        1.039E+07 39.25                D107900200825 
  90.       12.1       12.2        9.963E+06 40.91                D107900200826 
  90.       12.2       12.3        9.549E+06 42.62                D107900200827 
  90.       12.3       12.4        9.179E+06 44.14                D107900200828 
  90.       12.4       12.5        8.814E+06 45.71                D107900200829 
  90.       12.5       12.6        8.595E+06 46.80                D107900200830 
  90.       12.6       12.7        8.376E+06 47.92                D107900200831 
  90.       12.7       12.8        0.000E+00  0.00                D107900200832 
  90.       12.8       12.9        0.000E+00  0.00                D107900200833 
  90.       12.9       13.         0.000E+00  0.00                D107900200834 
  90.       13.        13.1        0.000E+00  0.00                D107900200835 
  90.       13.1       13.2        0.000E+00  0.00                D107900200836 
  90.       13.2       13.3        0.000E+00  0.00                D107900200837 
  90.       13.3       13.4        0.000E+00  0.00                D107900200838 
  90.       13.4       13.5        0.000E+00  0.00                D107900200839 
  90.       13.5       13.6        0.000E+00  0.00                D107900200840 
  90.       13.6       13.7        0.000E+00  0.00                D107900200841 
