ENTRY            F0928   20251227                             F107F0928000    1 
SUBENT        F0928001   20251227                             F107F0928001    1 
BIB                  7         14                                 F0928001    2 
TITLE      A study of some 3He induced reactions on 13C and the   F0928001    3 
           structure of 16O                                       F0928001    4 
AUTHOR     (H.R.Weller,N.R.Roberson,D.R.Tilley)                   F0928001    5 
INSTITUTE  (1USADKE,1USANCS)                                      F0928001    6 
REFERENCE  (J,NP/A,122,529,1968)                                  F0928001    7 
           #doi:10.1016/0375-9474(68)90575-7                      F0928001    8 
FACILITY   (VDG,1USADKE) 4 MeV Van de Graaff accelerator.         F0928001    9 
INC-SOURCE The doubly ionized 3He beam was used which provided    F0928001   10 
           0.2 mu-A of 3He particles on target with energies up   F0928001   11 
           to 8.2 MeV.                                            F0928001   12 
HISTORY    (20080425C)                                            F0928001   13 
           (20100217A) Correction was made in the AUTHOR record.  F0928001   14 
           (20230126A) Corrections were done in Sub 007, 008.     F0928001   15 
           (20251227U) SD: Corrections in all Subents.            F0928001   16 
ENDBIB              14          0                                 F0928001   17 
NOCOMMON             0          0                                 F0928001   18 
ENDSUBENT           17          0                                 F092800199999 
SUBENT        F0928002   20251227                             F107F0928002    1 
BIB                  8         15                                 F0928002    2 
REACTION   (6-C-13(HE3,A)6-C-12,PAR,DA)                           F0928002    3 
MONITOR    (6-C-13(HE3,A)6-C-12,PAR,DA)                           F0928002    4 
MONIT-REF  (,H.D.Holmgren,J,PR,106,100,1957)                      F0928002    5 
SAMPLE     (6-C-13,ENR=0.60) The technique of cracking 60%        F0928002    6 
           enriched 13C methyl iodide on a thin nickel foil and   F0928002    7 
           dissolving the foil in acid was used to obtain         F0928002    8 
           self-supporting targets of about 75 ug/cm2 thickness.  F0928002    9 
DETECTOR   (SIBAR) Four 300 um surface barrier detectors          F0928002   10 
           mounted in a 30 cm scattering chamber were used.       F0928002   11 
ERR-ANALYS Carbon build-up on the target introduced an uncertaintyF0928002   12 
           in the percentage of 13C in the target and resulted in F0928002   13 
           an over-all error of approximately 50%                 F0928002   14 
           (ERR-S) Statistical error                              F0928002   15 
STATUS     (CURVE,,H.R.Weller+,J,NP/A,122,529,1968) Figs 3-5,18   F0928002   16 
HISTORY    (20251227U) SD: BIB updated.                           F0928002   17 
ENDBIB              15          0                                 F0928002   18 
COMMON               2          3                                 F0928002   19 
ANG-ERR-D  ERR-DIG                                                F0928002   20 
ADEG       PER-CENT                                               F0928002   21 
       0.14        0.2                                            F0928002   22 
ENDCOMMON            3          0                                 F0928002   23 
DATA                 5        576                                 F0928002   24 
E-LVL      EN         ANG-CM     DATA-CM    ERR-S                 F0928002   25 
SUBENT        F0928003   20251227                             F107F0928003    1 
BIB                  6         15                                 F0928003    2 
REACTION   (6-C-13(HE3,A)6-C-12,PAR,DA,,REL)                      F0928003    3 
            No information about units.                           F0928003    4 
SAMPLE     (6-C-13,ENR=0.60) The technique of cracking 60%        F0928003    5 
           enriched 13C methyl iodide on a thin nickel foil and   F0928003    6 
           dissolving the foil in acid was used to obtain         F0928003    7 
           self-supporting targets of about 75 ug/cm2 thickness.  F0928003    8 
DETECTOR   (SIBAR) Four 300 um surface barrier detectors          F0928003    9 
           mounted in a 30 cm scattering chamber were used.       F0928003   10 
ERR-ANALYS Carbon build-up on the target introduced an uncertaintyF0928003   11 
           in the percentage of 13C in the target and resulted in F0928003   12 
           an over-all error of approximately 50%                 F0928003   13 
           (DATA-ERR) No information about source of uncertainty  F0928003   14 
STATUS     (CURVE,,H.R.Weller+,J,NP/A,122,529,1968) Figs 6,11,12  F0928003   15 
HISTORY    (20251227A) SD: BIB updated. Data from fig.6 were      F0928003   16 
           digitized and added.                                   F0928003   17 
ENDBIB              15          0                                 F0928003   18 
COMMON               2          3                                 F0928003   19 
EN-ERR-DIG ERR-DIG                                                F0928003   20 
MEV        ARB-UNITS                                              F0928003   21 
 0.001             0.7                                            F0928003   22 
ENDCOMMON            3          0                                 F0928003   23 
DATA                 5        982                                 F0928003   24 
E-LVL      ANG        EN         DATA       DATA-ERR              F0928003   25 
MEV        ADEG       MEV        ARB-UNITS  ARB-UNITS             F0928003   26 
         0.        30.      2.263       13.6                      F0928003   27 
         0.        30.      2.289       10.2                      F0928003   28 
         0.        30.      2.355       13.6                      F0928003   29 
         0.        30.      2.395       20.4                      F0928003   30 
         0.        30.      2.461       23.8                      F0928003   31 
         0.        30.      2.488       30.6                      F0928003   32 
         0.        30.      2.541       30.6                      F0928003   33 
         0.        30.      2.567       44.1                      F0928003   34 
         0.        30.      2.607       30.6                      F0928003   35 
         0.        30.      2.660       34.0                      F0928003   36 
         0.        30.      2.700       30.7                      F0928003   37 
         0.        30.      2.727       40.8                      F0928003   38 
         0.        30.      2.767       44.2                      F0928003   39 
         0.        30.      2.820       51.0                      F0928003   40 
         0.        30.      2.859       61.1                      F0928003   41 
         0.        30.      2.886       81.4                      F0928003   42 
         0.        30.      2.939       98.3                      F0928003   43 
         0.        30.      2.978       98.3                      F0928003   44 
         0.        30.      3.018      132.0                      F0928003   45 
         0.        30.      3.045      125.3                      F0928003   46 
         0.        30.      3.097      152.3                      F0928003   47 
         0.        30.      3.137      149.0                      F0928003   48 
         0.        30.      3.177      155.7                      F0928003   49 
         0.        30.      3.217      172.6                      F0928003   50 
         0.        30.      3.257      149.0                      F0928003   51 
         0.        30.      3.297      128.8                      F0928003   52 
         0.        30.      3.336      145.7                      F0928003   53 
         0.        30.      3.376      125.5                      F0928003   54 
         0.        30.      3.416      135.6                      F0928003   55 
         0.        30.      3.508      193.0                      F0928003   56 
         0.        30.      3.548      213.3                      F0928003   57 
         0.        30.      3.601      226.8                      F0928003   58 
         0.        30.      3.641      253.8                      F0928003   59 
         0.        30.      3.693      280.8                      F0928003   60 
         0.        30.      3.720      270.7                      F0928003   61 
         0.        30.      3.733      290.9                      F0928003   62 
         0.        30.      3.773      260.6                      F0928003   63 
         0.        30.      3.787      240.3                      F0928003   64 
         0.        30.      3.800      233.6                      F0928003   65 
         0.        30.      3.853      226.9                      F0928003   66 
         0.        30.      3.906      220.2                      F0928003   67 
         0.        30.      3.920      189.8                      F0928003   68 
         0.        30.      3.973      196.6                      F0928003   69 
         0.        30.      4.026      216.9                      F0928003   70 
         0.        30.      4.052      227.0                      F0928003   71 
         0.        30.      4.092      223.7                      F0928003   72 
         0.        30.      4.145      254.0                      F0928003   73 
         0.        30.      4.171      277.6                      F0928003   74 
         0.        30.      4.224      284.4                      F0928003   75 
         0.        30.      4.264      294.6                      F0928003   76 
         0.        30.      4.304      324.9                      F0928003   77 
         0.        30.      4.343      318.2                      F0928003   78 
         0.        30.      4.383      352.0                      F0928003   79 
         0.        30.      4.423      379.0                      F0928003   80 
         0.        30.      4.463      368.9                      F0928003   81 
         0.        30.      4.482      291.9                      F0928003   82 
         0.        30.      4.511      299.6                      F0928003   83 
         0.        30.      4.516      314.9                      F0928003   84 
         0.        30.      4.533      313.1                      F0928003   85 
         0.        30.      4.542      321.7                      F0928003   86 
         0.        30.      4.577      307.4                      F0928003   87 
         0.        30.      4.595      341.9                      F0928003   88 
         0.        30.      4.607      315.0                      F0928003   89 
         0.        30.      4.622      355.4                      F0928003   90 
         0.        30.      4.629      320.8                      F0928003   91 
         0.        30.      4.658      338.1                      F0928003   92 
         0.        30.      4.662      355.5                      F0928003   93 
         0.        30.      4.687      364.9                      F0928003   94 
         0.        30.      4.714      406.1                      F0928003   95 
         0.        30.      4.739      364.9                      F0928003   96 
         0.        30.      4.754      423.0                      F0928003   97 
         0.        30.      4.780      429.7                      F0928003   98 
         0.        30.      4.804      435.8                      F0928003   99 
         0.        30.      4.833      426.3                      F0928003  100 
         0.        30.      4.834      412.9                      F0928003  101 
         0.        30.      4.873      419.7                      F0928003  102 
         0.        30.      4.878      443.5       23.0           F0928003  103 
         0.        30.      4.913      456.8                      F0928003  104 
         0.        30.      4.944      437.9                      F0928003  105 
         0.        30.      4.958      457.1                      F0928003  106 
         0.        30.      4.965      495.3                      F0928003  107 
         0.        30.      4.966      504.0                      F0928003  108 
         0.        30.      5.005      493.9                      F0928003  109 
         0.        30.      5.032      470.3                      F0928003  110 
         0.        30.      5.047      468.6                      F0928003  111 
         0.        30.      5.084      459.1                      F0928003  112 
         0.        30.      5.085      507.5                      F0928003  113 
         0.        30.      5.093      476.3                      F0928003  114 
         0.        30.      5.112      459.2                      F0928003  115 
         0.        30.      5.112      463.6                      F0928003  116 
         0.        30.      5.122      443.9                      F0928003  117 
         0.        30.      5.136      397.9                      F0928003  118 
         0.        30.      5.152      477.1                      F0928003  119 
         0.        30.      5.191      494.0                      F0928003  120 
         0.        30.      5.224      398.0                      F0928003  121 
         0.        30.      5.232      430.0                      F0928003  122 
         0.        30.      5.254      417.1                      F0928003  123 
         0.        30.      5.271      423.2                      F0928003  124 
         0.        30.      5.283      426.8                      F0928003  125 
         0.        30.      5.313      357.9                      F0928003  126 
         0.        30.      5.325      399.7                      F0928003  127 
         0.        30.      5.329      336.9                      F0928003  128 
         0.        30.      5.362      350.3                      F0928003  129 
         0.        30.      5.365      382.8                      F0928003  130 
         0.        30.      5.369      333.1                      F0928003  131 
         0.        30.      5.374      275.7                      F0928003  132 
         0.        30.      5.405      328.9                      F0928003  133 
         0.        30.      5.445      339.0                      F0928003  134 
         0.        30.      5.462      293.0                      F0928003  135 
         0.        30.      5.484      342.4                      F0928003  136 
         0.        30.      5.506      285.4                      F0928003  137 
         0.        30.      5.514      266.2                      F0928003  138 
         0.        30.      5.524      322.2                      F0928003  139 
         0.        30.      5.564      359.3                      F0928003  140 
         0.        30.      5.565      298.8                      F0928003  141 
         0.        30.      5.591      308.7                      F0928003  142 
         0.        30.      5.594      331.4                      F0928003  143 
         0.        30.      5.609      283.6                      F0928003  144 
         0.        30.      5.643      372.8                      F0928003  145 
         0.        30.      5.654      277.9                      F0928003  146 
         0.        30.      5.676      264.5                      F0928003  147 
         0.        30.      5.683      403.2                      F0928003  148 
         0.        30.      5.699      251.1                      F0928003  149 
         0.        30.      5.723      416.7                      F0928003  150 
         0.        30.      5.742      287.5                      F0928003  151 
         0.        30.      5.751      299.1                      F0928003  152 
         0.        30.      5.762      437.0                      F0928003  153 
         0.        30.      5.764      302.9                      F0928003  154 
         0.        30.      5.802      453.9                      F0928003  155 
         0.        30.      5.822      387.1                      F0928003  156 
         0.        30.      5.854      534.8                      F0928003  157 
         0.        30.      5.865      425.4                      F0928003  158 
         0.        30.      5.886      496.3                      F0928003  159 
         0.        30.      5.894      565.2                      F0928003  160 
         0.        30.      5.920      582.1                      F0928003  161 
         0.        30.      5.923      517.4                      F0928003  162 
         0.        30.      5.952      509.7                      F0928003  163 
         0.        30.      5.960      632.7                      F0928003  164 
         0.        30.      5.989      506.0                      F0928003  165 
         0.        30.      6.000      642.8                      F0928003  166 
         0.        30.      6.003      536.6                      F0928003  167 
         0.        30.      6.026      649.6                      F0928003  168 
         0.        30.      6.077      576.9                      F0928003  169 
         0.        30.      6.079      700.2                      F0928003  170 
         0.        30.      6.084      588.3                      F0928003  171 
         0.        30.      6.122      611.4                      F0928003  172 
         0.        30.      6.135      642.0       11.5           F0928003  173 
         0.        30.      6.145      700.3       23.6           F0928003  174 
         0.        30.      6.194      624.8                      F0928003  175 
         0.        30.      6.198      696.9                      F0928003  176 
         0.        30.      6.209      615.3                      F0928003  177 
         0.        30.      6.252      622.7                      F0928003  178 
         0.        30.      6.253      617.2       24.9           F0928003  179 
         0.        30.      6.278      643.0                      F0928003  180 
         0.        30.      6.297      602.0                      F0928003  181 
         0.        30.      6.301      602.0                      F0928003  182 
         0.        30.      6.318      609.3                      F0928003  183 
         0.        30.      6.323      584.7                      F0928003  184 
         0.        30.      6.345      605.9                      F0928003  185 
         0.        30.      6.371      573.3                      F0928003  186 
         0.        30.      6.385      609.3                      F0928003  187 
         0.        30.      6.398      565.5                      F0928003  188 
         0.        30.      6.401      560.0                      F0928003  189 
         0.        30.      6.414      496.9                      F0928003  190 
         0.        30.      6.424      491.1                      F0928003  191 
         0.        30.      6.452      538.5                      F0928003  192 
         0.        30.      6.491      483.5                      F0928003  193 
         0.        30.      6.492      518.3                      F0928003  194 
         0.        30.      6.513      477.8                      F0928003  195 
         0.        30.      6.519      467.7                      F0928003  196 
         0.        30.      6.551      420.4                      F0928003  197 
         0.        30.      6.572      420.5                      F0928003  198 
         0.        30.      6.625      380.1                      F0928003  199 
         0.        30.      6.632      388.0                      F0928003  200 
         0.        30.      6.652      363.3                      F0928003  201 
         0.        30.      6.654      357.4                      F0928003  202 
         0.        30.      6.685      340.2                      F0928003  203 
         0.        30.      6.692      359.9                      F0928003  204 
         0.        30.      6.710      344.1                      F0928003  205 
         0.        30.      6.722      307.7                      F0928003  206 
         0.        30.      6.732      329.6                      F0928003  207 
         0.        30.      6.785      339.7                      F0928003  208 
         0.        30.      6.811      271.4                      F0928003  209 
         0.        30.      6.812      299.3                      F0928003  210 
         0.        30.      6.840      263.8                      F0928003  211 
         0.        30.      6.860      250.5                      F0928003  212 
         0.        30.      6.865      319.5                      F0928003  213 
         0.        30.      6.870      244.7                      F0928003  214 
         0.        30.      6.918      258.8                      F0928003  215 
         0.        30.      6.966      227.6                      F0928003  216 
         0.        30.      6.971      229.6                      F0928003  217 
         0.        30.      6.971      252.1                      F0928003  218 
         0.        30.      6.980      208.4                      F0928003  219 
         0.        30.      6.989      210.4                      F0928003  220 
         0.        30.      7.024      252.1                      F0928003  221 
         0.        30.      7.040      200.9                      F0928003  222 
         0.        30.      7.064      262.3                      F0928003  223 
         0.        30.      7.085      206.7       23.0           F0928003  224 
         0.        30.      7.117      242.1                      F0928003  225 
         0.        30.      7.136      199.1                      F0928003  226 
         0.        30.      7.144      225.2                      F0928003  227 
         0.        30.      7.144      245.5                      F0928003  228 
         0.        30.      7.166      193.3                      F0928003  229 
         0.        30.      7.184      242.1                      F0928003  230 
         0.        30.      7.188      185.7                      F0928003  231 
         0.        30.      7.197      198.3                      F0928003  232 
         0.        30.      7.224      221.9                      F0928003  233 
         0.        30.      7.225      181.9                      F0928003  234 
         0.        30.      7.247      166.7                      F0928003  235 
         0.        30.      7.307      143.7                      F0928003  236 
         0.        30.      7.336      155.3                      F0928003  237 
         0.        30.      7.365      176.3                      F0928003  238 
         0.        30.      7.395      164.9                      F0928003  239 
         0.        30.      7.424      155.3                      F0928003  240 
         0.        30.      7.483      153.5                      F0928003  241 
         0.        30.      7.512      184.2                      F0928003  242 
         0.        30.      7.535      170.8                      F0928003  243 
         0.        30.      7.579      165.1                      F0928003  244 
         0.        30.      7.608      170.8                      F0928003  245 
         0.        30.      7.638      190.0                      F0928003  246 
         0.        30.      7.659      203.4                      F0928003  247 
         0.        30.      7.689      184.3                      F0928003  248 
         0.        30.      7.712      155.7                      F0928003  249 
         0.        30.      7.741      155.7                      F0928003  250 
         0.        30.      7.785      155.7                      F0928003  251 
         0.        30.      7.808      146.2                      F0928003  252 
         0.        30.      7.845      134.7                      F0928003  253 
         0.        30.      7.867      155.8                      F0928003  254 
         0.        30.      7.896      144.4                      F0928003  255 
         0.        30.      7.933      132.9                      F0928003  256 
         0.        30.      7.977      136.8                      F0928003  257 
         0.        30.      8.007      125.3                      F0928003  258 
         0.        90.      2.249       51.0                      F0928003  259 
         0.        90.      2.263       44.7                      F0928003  260 
         0.        90.      2.302       47.8                      F0928003  261 
         0.        90.      2.342       51.0                      F0928003  262 
         0.        90.      2.395       54.2                      F0928003  263 
         0.        90.      2.435       60.5                      F0928003  264 
         0.        90.      2.475       60.5                      F0928003  265 
         0.        90.      2.514       60.5                      F0928003  266 
         0.        90.      2.554       60.5                      F0928003  267 
         0.        90.      2.594       76.3                      F0928003  268 
         0.        90.      2.620       98.3                      F0928003  269 
         0.        90.      2.674       88.9                      F0928003  270 
         0.        90.      2.713       85.7                      F0928003  271 
         0.        90.      2.740       92.0                      F0928003  272 
         0.        90.      2.793       92.1                      F0928003  273 
         0.        90.      2.846       85.8                      F0928003  274 
         0.        90.      2.873       92.1                      F0928003  275 
         0.        90.      2.912      104.7                      F0928003  276 
         0.        90.      2.952       79.5                      F0928003  277 
         0.        90.      2.979       98.4                      F0928003  278 
         0.        90.      3.032      104.7                      F0928003  279 
         0.        90.      3.058       95.3                      F0928003  280 
         0.        90.      3.098       95.3                      F0928003  281 
         0.        90.      3.151       95.3                      F0928003  282 
         0.        90.      3.191      120.5                      F0928003  283 
         0.        90.      3.218      111.1                      F0928003  284 
         0.        90.      3.257      120.5                      F0928003  285 
         0.        90.      3.297      130.0                      F0928003  286 
         0.        90.      3.350      148.9                      F0928003  287 
         0.        90.      3.403      186.7                      F0928003  288 
         0.        90.      3.443      205.6                      F0928003  289 
         0.        90.      3.482      230.8                      F0928003  290 
         0.        90.      3.522      265.5                      F0928003  291 
         0.        90.      3.562      278.1                      F0928003  292 
         0.        90.      3.601      312.8                      F0928003  293 
         0.        90.      3.641      312.8                      F0928003  294 
         0.        90.      3.707      356.9                      F0928003  295 
         0.        90.      3.747      338.0                      F0928003  296 
         0.        90.      3.787      319.1                      F0928003  297 
         0.        90.      3.814      319.1                      F0928003  298 
         0.        90.      3.867      300.2                      F0928003  299 
         0.        90.      3.907      293.9                      F0928003  300 
         0.        90.      3.947      284.5                      F0928003  301 
         0.        90.      3.986      290.8                      F0928003  302 
         0.        90.      4.026      306.6                      F0928003  303 
         0.        90.      4.066      306.6                      F0928003  304 
         0.        90.      4.106      271.9                      F0928003  305 
         0.        90.      4.146      281.4                      F0928003  306 
         0.        90.      4.185      303.5                      F0928003  307 
         0.        90.      4.212      268.8                      F0928003  308 
         0.        90.      4.278      290.9                      F0928003  309 
         0.        90.      4.305      275.1                      F0928003  310 
         0.        90.      4.345      246.8                      F0928003  311 
         0.        90.      4.398      259.4                      F0928003  312 
         0.        90.      4.425      221.6                      F0928003  313 
         0.        90.      4.465      209.1                      F0928003  314 
         0.        90.      4.504      190.2                      F0928003  315 
         0.        90.      4.544      180.7                      F0928003  316 
         0.        90.      4.584      171.3                      F0928003  317 
         0.        90.      4.611      165.0                      F0928003  318 
         0.        90.      4.664      146.1                      F0928003  319 
         0.        90.      4.691      114.6                      F0928003  320 
         0.        90.      4.744      120.9                      F0928003  321 
         0.        90.      4.783      133.5                      F0928003  322 
         0.        90.      4.823       92.6                      F0928003  323 
         0.        90.      4.863       98.9                      F0928003  324 
         0.        90.      4.903      105.2                      F0928003  325 
         0.        90.      4.943       89.5                      F0928003  326 
         0.        90.      4.983       73.8                      F0928003  327 
         0.        90.      5.036       67.5                      F0928003  328 
         0.        90.      5.062       54.9                      F0928003  329 
         0.        90.      5.089       61.2                      F0928003  330 
         0.        90.      5.155       64.4                      F0928003  331 
         0.        90.      5.182       73.8                      F0928003  332 
         0.        90.      5.235       77.0                      F0928003  333 
         0.        90.      5.274       89.6                      F0928003  334 
         0.        90.      5.314       80.1                      F0928003  335 
         0.        90.      5.354      121.1                      F0928003  336 
         0.        90.      5.394      111.7                      F0928003  337 
         0.        90.      5.434      149.5                      F0928003  338 
         0.        90.      5.473      165.2                      F0928003  339 
         0.        90.      5.526      181.0                      F0928003  340 
         0.        90.      5.553      199.9                      F0928003  341 
         0.        90.      5.592      212.5                      F0928003  342 
         0.        90.      5.645      234.6                      F0928003  343 
         0.        90.      5.685      250.3                      F0928003  344 
         0.        90.      5.725      218.8                      F0928003  345 
         0.        90.      5.765      256.6                      F0928003  346 
         0.        90.      5.804      259.8                      F0928003  347 
         0.        90.      5.831      250.4                      F0928003  348 
         0.        90.      5.884      281.9                      F0928003  349 
         0.        90.      5.924      263.0                      F0928003  350 
         0.        90.      5.950      313.4                      F0928003  351 
         0.        90.      6.003      288.2                      F0928003  352 
         0.        90.      6.043      297.7                      F0928003  353 
         0.        90.      6.070      266.2                      F0928003  354 
         0.        90.      6.123      234.7                      F0928003  355 
         0.        90.      6.163      263.1                      F0928003  356 
         0.        90.      6.203      228.4                      F0928003  357 
         0.        90.      6.242      234.7                      F0928003  358 
         0.        90.      6.296      209.5                      F0928003  359 
         0.        90.      6.309      222.1                      F0928003  360 
         0.        90.      6.362      222.2                      F0928003  361 
         0.        90.      6.402      215.9                      F0928003  362 
         0.        90.      6.442      193.8                      F0928003  363 
         0.        90.      6.468      241.1                      F0928003  364 
         0.        90.      6.521      237.9                      F0928003  365 
         0.        90.      6.574      190.7                      F0928003  366 
         0.        90.      6.601      209.6                      F0928003  367 
         0.        90.      6.641      190.7                      F0928003  368 
         0.        90.      6.681      206.5                      F0928003  369 
         0.        90.      6.720      216.0                      F0928003  370 
         0.        90.      6.760      184.5                      F0928003  371 
         0.        90.      6.813      184.5                      F0928003  372 
         0.        90.      6.827      168.7                      F0928003  373 
         0.        90.      6.906      168.8                      F0928003  374 
         0.        90.      6.920      156.2                      F0928003  375 
         0.        90.      6.960      159.3                      F0928003  376 
         0.        90.      6.986      194.0                      F0928003  377 
         0.        90.      6.986      153.0                      F0928003  378 
         0.        90.      7.013      149.9                      F0928003  379 
         0.        90.      7.052      153.1                      F0928003  380 
         0.        90.      7.092      153.1                      F0928003  381 
         0.        90.      7.132      146.8                      F0928003  382 
         0.        90.      7.159      124.7                      F0928003  383 
         0.        90.      7.185      118.5                      F0928003  384 
         0.        90.      7.212      127.9                      F0928003  385 
         0.        90.      7.252      121.6                      F0928003  386 
         0.       150.      4.825        3.7                      F0928003  387 
         0.       150.      4.843        6.0                      F0928003  388 
         0.       150.      4.891        8.6                      F0928003  389 
         0.       150.      4.906       10.2                      F0928003  390 
         0.       150.      5.017        5.2                      F0928003  391 
         0.       150.      5.023        5.2                      F0928003  392 
         0.       150.      5.031        9.1        6.1           F0928003  393 
         0.       150.      5.036       15.9                      F0928003  394 
         0.       150.      5.042       15.9                      F0928003  395 
         0.       150.      5.053       21.6                      F0928003  396 
         0.       150.      5.074       22.1                      F0928003  397 
         0.       150.      5.097       11.8                      F0928003  398 
         0.       150.      5.127       12.5                      F0928003  399 
         0.       150.      5.148       15.6                      F0928003  400 
         0.       150.      5.185       15.6                      F0928003  401 
         0.       150.      5.204       15.6                      F0928003  402 
         0.       150.      5.213       14.9                      F0928003  403 
         0.       150.      5.223       21.0                      F0928003  404 
         0.       150.      5.224       22.9                      F0928003  405 
         0.       150.      5.244       22.9                      F0928003  406 
         0.       150.      5.376       26.4                      F0928003  407 
         0.       150.      5.386       25.2                      F0928003  408 
         0.       150.      5.390       30.6                      F0928003  409 
         0.       150.      5.427       30.6                      F0928003  410 
         0.       150.      5.436       31.4                      F0928003  411 
         0.       150.      5.446       32.9                      F0928003  412 
         0.       150.      5.456       34.0                      F0928003  413 
         0.       150.      5.492       37.5                      F0928003  414 
         0.       150.      5.544       39.8                      F0928003  415 
         0.       150.      5.603       45.6                      F0928003  416 
         0.       150.      5.618       50.2                      F0928003  417 
         0.       150.      5.621       52.5                      F0928003  418 
         0.       150.      5.622       54.0                      F0928003  419 
         0.       150.      5.639       55.9                      F0928003  420 
         0.       150.      5.749       57.8                      F0928003  421 
         0.       150.      5.785       54.1                      F0928003  422 
         0.       150.      5.804       59.4                      F0928003  423 
         0.       150.      5.818       64.0                      F0928003  424 
         0.       150.      5.844       65.5                      F0928003  425 
         0.       150.      5.874       65.5                      F0928003  426 
         0.       150.      5.921       68.2                      F0928003  427 
         0.       150.      5.932       70.1                      F0928003  428 
         0.       150.      5.944       76.2                      F0928003  429 
         0.       150.      5.961       79.3                      F0928003  430 
         0.       150.      6.079       76.3                      F0928003  431 
         0.       150.      6.168       72.9                      F0928003  432 
         0.       150.      6.176       81.7                      F0928003  433 
         0.       150.      6.181       82.4       10.7           F0928003  434 
         0.       150.      6.189       84.3                      F0928003  435 
         0.       150.      6.232       93.9                      F0928003  436 
         0.       150.      6.254       99.3       10.3           F0928003  437 
         0.       150.      6.284       93.6                      F0928003  438 
         0.       150.      6.321       93.6                      F0928003  439 
         0.       150.      6.351       80.6                      F0928003  440 
         0.       150.      6.410       89.8                      F0928003  441 
         0.       150.      6.462       84.0                      F0928003  442 
         0.       150.      6.498       91.7       10.0           F0928003  443 
         0.       150.      6.521       77.1                      F0928003  444 
         0.       150.      6.543       86.7                      F0928003  445 
         0.       150.      6.579       88.3                      F0928003  446 
         0.       150.      6.646       76.8                      F0928003  447 
         0.       150.      6.698       74.5                      F0928003  448 
         0.       150.      6.786       83.0                      F0928003  449 
         0.       150.      6.838       79.5                      F0928003  450 
         0.       150.      6.854       71.9                      F0928003  451 
         0.       150.      6.905       70.7                      F0928003  452 
         0.       150.      6.963       75.3                      F0928003  453 
         0.       150.      6.995       57.4                      F0928003  454 
         0.       150.      7.019       68.9                      F0928003  455 
         0.       150.      7.032       51.2                      F0928003  456 
         0.       150.      7.112       62.0                      F0928003  457 
         0.       150.      7.142       53.9                      F0928003  458 
         0.       150.      7.165       51.3                      F0928003  459 
         0.       150.      7.194       50.5                      F0928003  460 
         0.       150.      7.231       49.4                      F0928003  461 
         0.       150.      7.261       45.2                      F0928003  462 
         0.       150.      7.319       55.9                      F0928003  463 
         0.       150.      7.341       49.4                      F0928003  464 
         0.       150.      7.386       49.0                      F0928003  465 
         0.       150.      7.407       54.0                      F0928003  466 
         0.       150.      7.415       58.6                      F0928003  467 
         0.       150.      7.438       41.4                      F0928003  468 
         0.       150.      7.467       45.2                      F0928003  469 
         0.       150.      7.533       46.4                      F0928003  470 
         0.       150.      7.592       46.0                      F0928003  471 
         0.       150.      7.622       43.0                      F0928003  472 
         0.       150.      7.640       48.3                      F0928003  473 
         0.       150.      7.673       54.4                      F0928003  474 
         0.       150.      7.702       57.9                      F0928003  475 
         0.       150.      7.747       49.1                      F0928003  476 
         0.       150.      7.755       47.2                      F0928003  477 
         0.       150.      7.768       56.0                      F0928003  478 
         0.       150.      7.788       58.3                      F0928003  479 
         0.       150.      7.849       59.8                      F0928003  480 
         0.       150.      7.886       53.7                      F0928003  481 
         0.       150.      7.915       51.8                      F0928003  482 
         0.       150.      7.930       59.1                      F0928003  483 
         0.       150.      7.938       60.2                      F0928003  484 
         0.       150.      7.982       59.9                      F0928003  485 
         0.       150.      8.004       62.9                      F0928003  486 
       4.43        30.      2.249      110.4                      F0928003  487 
       4.43        30.      2.262       83.4                      F0928003  488 
       4.43        30.      2.288      140.8                      F0928003  489 
       4.43        30.      2.341      137.4                      F0928003  490 
       4.43        30.      2.368      127.3                      F0928003  491 
       4.43        30.      2.408      144.2                      F0928003  492 
       4.43        30.      2.461      147.6                      F0928003  493 
       4.43        30.      2.514      157.8                      F0928003  494 
       4.43        30.      2.540      181.4                      F0928003  495 
       4.43        30.      2.593      188.1                      F0928003  496 
       4.43        30.      2.620      218.5                      F0928003  497 
       4.43        30.      2.660      198.3                      F0928003  498 
       4.43        30.      2.699      228.7                      F0928003  499 
       4.43        30.      2.739      215.2                      F0928003  500 
       4.43        30.      2.779      228.7                      F0928003  501 
       4.43        30.      2.832      248.9                      F0928003  502 
       4.43        30.      2.858      228.7                      F0928003  503 
       4.43        30.      2.911      269.2                      F0928003  504 
       4.43        30.      2.951      319.8                      F0928003  505 
       4.43        30.      2.991      309.7                      F0928003  506 
       4.43        30.      3.031      259.1                      F0928003  507 
       4.43        30.      3.070      319.9                      F0928003  508 
       4.43        30.      3.110      316.5                      F0928003  509 
       4.43        30.      3.150      309.8                      F0928003  510 
       4.43        30.      3.190      326.6                      F0928003  511 
       4.43        30.      3.270      292.9                      F0928003  512 
       4.43        30.      3.323      309.8                      F0928003  513 
       4.43        30.      3.362      299.7                      F0928003  514 
       4.43        30.      3.402      309.9                      F0928003  515 
       4.43        30.      3.442      326.7                      F0928003  516 
       4.43        30.      3.469      289.6                      F0928003  517 
       4.43        30.      3.522      282.9                      F0928003  518 
       4.43        30.      3.561      357.1                      F0928003  519 
       4.43        30.      3.601      387.5                      F0928003  520 
